X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Orientation_Index,SigmoidOfAreas,Class
1147,1160,463836,463848,74,19,13,8915,109,132,1354,1,0,70,2866,5256,9231,96,6842,92.31,0,18692,11139,10792,-769,-769,2739,2
260,272,477075,477082,55,12,7,6106,101,124,1356,1,0,70,3835,3452,5833,88,10000,100,0,17404,10792,8451,-4167,-4167,1892,2
1,16,494893,494946,397,50,56,21964,33,84,1354,1,0,70,15,5006,2830,111,3000,94.64,1,25988,11761,17243,7170,7170,9639,2
225,244,506783,506794,123,28,16,13148,95,118,1356,1,0,70,3319,4115,5789,140,6786,68.75,0,20899,12787,10414,-4211,-4211,3494,2
369,380,518261,518272,78,24,12,8388,95,119,1356,1,0,70,5443,3554,10000,81,4583,91.67,0.5,18921,10414,10414,0,0,2300,2
436,442,530968,530985,63,17,17,6374,90,116,1356,1,0,70,6431,3823,3529,44,3529,100,1,17993,7782,12305,6471,6471,2083,2
506,519,548929,548953,170,28,25,20000,105,126,1356,1,0,70,7463,4551,5417,96,4643,96,1,22304,11139,13802,4583,4583,5162,2
109,121,560425,560445,124,18,20,13549,97,124,1352,1,0,70,1612,4833,6000,89,6667,100,1,20934,10792,13010,4000,4000,3977,2
49,71,573049,573118,884,106,98,83716,77,118,1356,1,0,70,723,4177,3188,162,2076,70.41,1,29464,13424,18389,6812,6812,9997,2
51,61,585861,585888,139,21,27,8233,40,78,1356,1,0,70,752,4852,3704,74,4762,100,1,21430,10000,14314,6296,6296,4465,2
397,415,604478,604528,444,58,50,51661,97,134,1358,1,0,70,5847,5067,3600,132,3103,100,1,26474,12553,16990,6400,6400,9818,2
703,718,618132,618148,112,23,17,11154,87,111,1356,1,0,70,9410,5333,9375,111,6522,94.12,1,20492,11761,12041,625,625,3977,2
405,416,634279,634288,71,15,10,8824,113,135,1358,1,0,70,5965,2828,8182,81,7333,90,0,18513,10414,9542,-1818,-1818,2051,2
135,142,646729,646749,77,15,20,8235,97,124,1356,1,0,70,1991,4500,3500,52,4667,100,1,18865,8451,13010,6500,6500,2532,2
0,14,677297,677417,812,93,120,60260,51,93,1358,1,0,70,0,5167,1167,103,1505,100,1,29096,11461,20792,8833,8833,9999,2
10,42,697885,698089,2904,197,207,145129,22,86,1358,1,0,70,147,5551,1569,236,1624,98.55,1,34630,15051,23096,8431,8431,10000,2
10,32,718425,718521,964,106,103,53750,29,84,1356,1,0,70,148,5436,2292,162,2076,93.2,1,29841,13424,19823,7708,7708,10000,2
8,31,751592,751656,521,61,67,31515,43,78,1358,1,0,70,118,6461,3594,169,3771,95.52,1,27168,13617,18062,6406,6406,9996,2
216,250,763872,763947,938,117,94,110127,102,133,1356,1,0,70,3186,6322,4533,251,2906,79.79,1,29722,15315,18751,5467,5467,10000,2
34,139,776120,776424,4315,470,380,479002,82,148,1354,1,0,70,502,8648,3454,776,2234,80,1,36350,20212,24829,6546,6546,10000,2
226,249,791161,791249,995,70,90,110993,95,133,1354,1,0,70,3338,5084,2614,170,3286,97.78,1,29978,13617,19445,7386,7386,10000,2
174,194,802771,802822,585,101,56,63194,96,125,1352,1,0,70,2574,4265,3922,148,1980,91.07,1,27672,13010,17076,6078,6078,9917,2
0,37,814236,814627,7292,466,536,608995,43,108,1352,1,0,70,0,4960,946,274,794,72.95,1,38628,15682,25922,9054,9054,10000,2
2,27,830707,830795,1014,96,102,61231,40,79,1356,1,0,70,30,5391,2841,184,2604,86.27,1,30060,13979,19445,7159,7159,10000,2
161,193,851460,851553,1784,90,99,202537,95,135,1354,1,0,70,2378,4005,3441,236,3556,93.94,1,32514,15051,19685,6559,6559,10000,2
123,143,874488,874545,573,67,62,60005,90,126,1354,1,0,70,1817,4974,3509,148,2985,91.94,1,27582,13010,17559,6491,6491,9963,2
65,104,896899,897032,2875,202,161,316233,82,133,1352,1,0,70,962,4457,2932,289,1931,82.61,1,34586,15911,21239,7068,7068,10000,2
27,56,908862,908986,2483,107,129,198389,44,101,1354,1,0,70,399,3095,2339,214,2710,96.12,1,33950,14624,20934,7661,7661,10000,2
244,275,923170,923211,709,84,55,83627,105,132,1352,1,0,70,3609,4422,7561,229,3690,74.55,1,28507,14914,16128,2439,2439,9984,2
144,164,936743,936828,1148,85,94,121595,89,132,1354,1,0,70,2127,3247,2353,148,2353,90.43,1,30599,13010,19294,7647,7647,9999,2
138,184,949306,949493,3811,235,230,365943,78,124,1358,1,0,70,2032,5570,2460,339,1957,81.3,1,35810,16628,22718,7540,7540,10000,2
66,92,961682,961728,613,95,77,63480,90,117,1356,1,0,70,974,4875,5652,192,2737,59.74,1,27875,14150,16628,4348,4348,9974,2
168,181,973635,973704,540,69,70,66181,110,135,1354,1,0,70,2482,3980,1884,96,1884,98.57,1,27324,11139,18389,8116,8116,9814,2
168,201,983776,983827,694,60,53,77691,94,127,1354,1,0,70,2482,5876,6471,244,5500,96.23,1,28414,15185,17076,3529,3529,9999,2
157,167,1009876,1009888,67,15,13,8477,113,140,1352,1,0,70,2323,4417,8333,74,6667,92.31,1,18261,10000,10792,1667,1667,2288,2
189,214,1025376,1025473,1348,98,100,126759,81,118,1356,1,0,70,2788,4441,2577,184,2551,97,1,31297,13979,19868,7423,7423,10000,2
61,78,1036126,1036161,265,47,40,26694,86,116,1356,1,0,70,900,5546,4857,125,3617,87.5,1,24232,12305,15441,5143,5143,8756,2
176,193,1048818,1048832,138,30,16,17295,114,141,1356,1,0,70,2596,4202,8235,125,5667,87.5,0,21399,12305,11461,-1765,-1765,3945,2
141,154,1060291,1060313,109,25,22,12602,102,132,1356,1,0,70,2080,6189,5909,96,5200,100,1,20374,11139,13424,4091,4091,4729,2
172,179,1072228,1072248,74,19,20,8027,98,119,1354,1,0,70,2541,4714,3500,52,3684,100,1,18692,8451,13010,6500,6500,2532,2
460,534,1082731,1082953,7579,591,431,917886,95,141,1356,1,0,70,6785,5386,3333,546,1252,51.51,1,38796,18692,23463,6667,6667,10000,2
137,156,1093477,1093492,184,31,15,19460,96,118,1354,1,0,70,2024,3544,7895,140,6129,100,0,22648,12787,11761,-2105,-2105,4713,2
14,32,1105359,1105387,252,55,36,19650,52,94,1356,1,0,70,206,5000,6429,133,3273,77.78,1,24014,12553,14472,3571,3571,7933,2
212,222,1116878,1116892,62,14,14,6819,98,124,1354,1,0,70,3131,5571,7143,74,7143,100,1,17924,10000,11461,2857,2857,2532,2
114,127,1127920,1127927,60,14,8,6685,102,124,1354,1,0,70,1684,3407,5385,96,9286,87.5,0,17781,11139,8451,-4615,-4615,1965,2
242,252,1137747,1137757,55,20,14,6483,109,127,1354,1,0,70,3575,4500,10000,74,5000,71.43,0.5,17404,10000,10000,0,0,2061,2
38,63,1148345,1148364,241,45,35,14875,42,85,1356,1,0,70,560,4926,7600,184,5556,54.29,0,23820,13979,12787,-2400,-2400,7598,2
107,120,1159125,1159132,54,18,7,6135,102,124,1354,1,0,70,1581,4066,5385,96,7222,100,0,17324,11139,8451,-4615,-4615,1965,2
119,127,1172603,1172632,128,22,30,15896,111,140,1356,1,0,70,1755,4483,2759,59,3636,96.67,1,21072,9031,14624,7241,7241,3850,2
1341,1347,1184511,1184525,51,17,14,4499,51,117,1358,1,0,70,162,3929,4286,44,3529,100,1,17076,7782,11461,5714,5714,1892,2
75,82,1196901,1196915,61,12,14,5695,81,109,1354,1,0,70,1108,3776,5000,52,5833,100,1,17853,8451,11461,5000,5000,2040,2
195,218,1211728,1211795,780,106,83,84461,96,126,1356,1,0,70,2876,4938,3433,170,2170,80.72,1,28921,13617,18261,6567,6567,9997,2
462,486,1226170,1226204,493,56,38,59901,105,141,1354,1,0,70,6824,3958,7059,177,4286,89.47,1,26929,13802,15315,2941,2941,9685,2
603,612,1266537,1266548,65,10,12,6757,95,115,1358,1,0,70,8881,3434,8182,66,9000,91.67,1,18129,9542,10414,1818,1818,2051,2
220,234,1285730,1285749,138,28,21,14757,93,118,1358,1,0,70,3240,4812,7368,103,5000,90.48,1,21399,11461,12787,2632,2632,4399,2
225,241,1301932,1301945,85,23,16,8566,93,111,1358,1,0,70,3314,5914,8125,118,6956,81.25,0,19294,12041,11139,-1875,-1875,3479,2
18,24,1312116,1312132,59,15,16,3095,41,71,1356,1,0,70,266,3854,3750,44,4000,100,1,17708,7782,12041,6250,6250,2018,2
294,308,1323717,1323745,222,25,29,25660,104,125,1358,1,0,70,4330,4337,5000,103,5600,96.55,1,23463,11461,14472,5000,5000,6453,2
79,95,1335585,1335593,73,20,11,8327,103,126,1356,1,0,70,1165,4297,5000,118,8000,72.73,0,18633,12041,9031,-5000,-5000,2384,2
478,512,1346996,1347021,286,54,33,30518,95,125,1356,1,0,70,7050,6635,7353,251,6296,75.76,0,24564,15315,13979,-2647,-2647,9747,2
65,80,1359784,1359820,390,30,36,38672,80,118,1358,1,0,70,957,2778,4167,110,5000,100,1,25911,11761,15563,5833,5833,8299,2
165,176,1373431,1373442,52,17,13,5376,95,111,1358,1,0,70,2430,5702,10000,81,6471,84.61,0.5,17160,10414,10414,0,0,2300,2
135,146,1385900,1385914,98,23,14,9733,89,113,1360,1,0,70,1985,3636,7857,81,4783,100,1,19912,10414,11461,2143,2143,2712,2
85,96,1398904,1398914,61,12,11,6834,102,124,1358,1,0,70,1252,4455,9091,81,9167,90.91,0,17853,10414,10000,-909,-909,2173,2
356,367,1411801,1411815,75,19,16,7384,89,109,1358,1,0,70,5243,5130,7857,81,5789,87.5,1,18751,10414,11461,2143,2143,2712,2
49,71,1427809,1427883,705,76,76,63525,73,117,1358,1,0,70,722,5670,2973,162,2895,97.37,1,28482,13424,18692,7027,7027,9998,2
484,513,1457758,1457776,196,52,35,22534,104,127,1360,1,0,70,7118,6245,6207,213,5577,51.43,0,22923,14624,12553,-3793,-3793,8123,2
108,120,1471277,1471288,64,16,13,7216,102,124,1356,1,0,70,1593,5152,9167,88,7500,84.61,0,18062,10792,10414,-833,-833,2432,2
357,370,1483879,1483901,130,26,25,13185,90,117,1358,1,0,70,5258,5454,5909,96,5000,88,1,21139,11139,13424,4091,4091,4729,2
169,186,1495862,1495883,215,36,22,24463,103,125,1356,1,0,70,2493,3978,8095,125,4722,95.46,1,23324,12305,13222,1905,1905,5903,2
37,48,1508012,1508040,178,25,28,18774,92,116,1356,1,0,70,546,4221,3929,81,4400,100,1,22504,10414,14472,6071,6071,5096,2
116,126,1536604,1536631,155,24,27,16678,96,120,1356,1,0,70,1711,4259,3704,74,4167,100,1,21903,10000,14314,6296,6296,4465,2
0,17,1549800,1549891,1030,72,92,71852,49,84,1354,1,0,70,0,3342,1868,126,2361,98.91,1,30128,12305,19590,8132,8132,9998,2
824,844,1564536,1564557,140,27,22,15545,99,125,1356,1,0,70,7552,6667,9524,148,7407,95.46,1,21461,13010,13222,476,476,6868,2
53,91,1578055,1578129,1470,84,82,132939,70,118,1356,1,0,70,782,4772,5135,280,4524,90.24,1,31673,15798,18692,4865,4865,10000,2
248,262,1589431,1589443,69,20,19,7588,100,119,1356,1,0,70,3658,5893,8571,103,7000,63.16,0,18389,11461,10792,-1429,-1429,2901,2
104,124,1602180,1602199,231,31,23,29896,117,143,1356,1,0,70,1534,3921,9500,148,6452,82.61,0,23636,13010,12787,-500,-500,6268,2
115,136,1622697,1622718,169,33,28,19591,105,127,1356,1,0,70,1696,6168,10000,155,6364,75,0.5,22279,13222,13222,0,0,7161,2
31,50,1647143,1647194,445,72,55,46236,91,118,1354,1,0,70,458,5408,3726,140,2639,92.73,1,26484,12787,17076,6274,6274,9884,2
221,236,1658742,1658769,245,37,33,27599,100,124,1354,1,0,70,3264,3951,5556,111,4054,81.82,1,23892,11761,14314,4444,4444,6648,2
195,209,1671098,1671110,99,16,13,12056,111,132,1358,1,0,70,2872,4107,8571,103,8750,92.31,0,19956,11461,10792,-1429,-1429,2901,2
144,153,1686794,1686810,55,19,17,6146,104,125,1358,1,0,70,2121,6181,5625,66,4737,94.12,1,17404,9542,12041,4375,4375,2583,2
449,521,1699784,1699829,873,174,100,103898,106,133,1358,1,0,70,6613,7306,6250,530,4138,45,0,29410,18573,16532,-3750,-3750,10000,2
55,65,1713172,1713184,64,16,13,7286,102,126,1356,1,0,70,811,4667,8333,74,6250,92.31,1,18062,10000,10792,1667,1667,2288,2
142,155,1723382,1723392,60,20,11,6260,96,117,1360,1,0,70,2088,5385,7692,96,6500,90.91,0,17781,11139,10000,-2308,-2308,2408,2
49,75,1736811,1736822,120,31,18,12834,90,125,1356,1,0,70,723,5804,4231,192,8387,61.11,0,20792,14150,10414,-5769,-5769,4729,2
322,357,1747625,1747660,314,84,50,38597,110,140,1356,1,0,70,4749,7437,10000,258,4167,70,0.5,24969,15441,15441,0,0,9979,2
210,224,1761692,1761703,61,17,11,7309,112,132,1356,1,0,70,3097,6039,7857,103,8235,100,0,17853,11461,10414,-2143,-2143,2712,2
30,58,1772722,1772736,253,50,26,28728,86,135,1356,1,0,70,443,3546,5000,206,5600,53.85,0,24031,14472,11461,-5000,-5000,6453,2
88,120,1785901,1785930,509,73,60,49765,80,116,1358,1,0,70,1296,4515,9063,236,4384,48.33,0,27067,15051,14624,-938,-938,9848,2
42,55,1798152,1798172,170,25,21,16633,84,116,1356,1,0,70,619,3462,6500,96,5200,95.24,1,22304,11139,13010,3500,3500,4300,2
54,76,1810277,1810283,78,22,10,8246,95,117,1356,1,0,70,796,4091,2727,162,10000,60,0,18921,13424,7782,-7273,-7273,2432,2
29,39,1821904,1821917,77,17,13,6861,76,109,1356,1,0,70,428,4077,7692,74,5882,100,1,18865,10000,11139,2308,2308,2408,2
173,188,1835338,1835349,83,18,12,10702,116,140,1356,1,0,70,2552,4970,7333,111,8333,91.67,0,19191,11761,10414,-2667,-2667,2860,2
83,93,1846280,1846289,61,12,10,6490,96,118,1356,1,0,70,1224,3222,9000,74,8333,90,0,17853,10000,9542,-1000,-1000,1954,2
17,27,1859616,1859633,80,23,17,4931,41,84,1356,1,0,70,251,5294,5882,74,4348,100,1,19031,10000,12305,4118,4118,2928,2
98,108,1889430,1889440,51,15,10,5546,99,124,1356,1,0,70,1445,4900,10000,74,6667,100,0.5,17076,10000,10000,0,0,2061,2
184,205,1901970,1901975,58,22,7,7050,111,135,1356,1,0,70,2714,4476,2381,155,9546,71.43,0,17634,13222,6990,-7619,-7619,2116,2
116,126,1913635,1913646,58,13,11,7114,112,133,1356,1,0,70,1711,4727,9091,74,7692,100,1,17634,10000,10414,909,909,2173,2
178,197,1924923,1924936,130,38,25,16308,115,140,1356,1,0,70,2625,4737,6842,140,5000,52,0,21139,12787,11139,-3158,-3158,4089,2
41,56,1939590,1939602,117,22,14,11647,89,110,1356,1,0,70,605,3500,8000,111,6818,85.71,0,20682,11761,10792,-2000,-2000,3068,2
82,98,1951256,1951299,490,38,44,50867,86,118,1354,1,0,70,1211,2878,3721,118,4211,97.73,1,26902,12041,16335,6279,6279,9290,2
73,92,1964561,1964591,318,36,33,31789,85,124,1354,1,0,70,1078,4421,6333,140,5278,90.91,1,25024,12787,14771,3667,3667,8563,2
20,37,1978821,1978842,185,29,24,18517,88,119,1354,1,0,70,295,4818,8095,126,5862,87.5,1,22672,12305,13222,1905,1905,5903,2
151,162,1990021,1990031,59,13,11,5957,89,111,1354,1,0,70,2230,4636,9091,81,8461,90.91,0,17708,10414,10000,-909,-909,2173,2
69,81,2001776,2001794,119,20,18,11516,84,117,1352,1,0,70,1021,4491,6667,89,6000,100,1,20756,10792,12553,3333,3333,3601,2
79,88,2012938,2012949,66,10,11,5652,75,101,1356,1,0,70,1165,3333,8182,66,9000,100,1,18195,9542,10414,1818,1818,2051,2
85,101,2023127,2023150,268,28,25,26356,84,118,1356,1,0,70,1254,2717,6956,118,5714,92,1,24281,12041,13617,3043,3043,6079,2
74,91,2032900,2032910,99,29,17,11843,109,134,1354,1,0,70,1093,4177,5882,126,5862,58.82,0,19956,12305,10000,-4118,-4118,2928,2
34,48,2044448,2044475,197,38,29,19139,86,109,1354,1,0,70,502,4788,5185,103,3684,93.1,1,22945,11461,14314,4815,4815,6236,2
13,21,2058002,2058016,91,12,14,8106,79,101,1358,1,0,70,192,1875,5714,59,6667,100,1,19590,9031,11461,4286,4286,2195,2
32,44,2070769,2070796,142,30,29,12465,72,109,1354,1,0,70,473,5617,4444,89,4000,93.1,1,21523,10792,14314,5556,5556,5362,2
81,90,2082327,2082338,60,13,11,6133,91,117,1356,1,0,70,1195,3939,8182,66,6923,100,1,17781,9542,10414,1818,1818,2051,2
22,31,2097257,2097270,60,15,13,5573,81,103,1354,1,0,70,325,4872,6923,66,6000,100,1,17781,9542,11139,3077,3077,2253,2
280,305,2109314,2109324,149,27,17,15313,93,111,1354,1,0,70,4136,4040,4000,185,9259,58.82,0,21732,13979,10000,-6000,-6000,4138,2
107,120,2126449,2126462,103,19,13,12424,112,132,1356,1,0,70,1578,3905,10000,96,6842,100,0.5,20128,11139,11139,0,0,2914,2
7,19,2153394,2153410,93,19,17,9214,90,108,1356,1,0,70,103,5156,7500,88,6316,94.12,1,19685,10792,12041,2500,2500,3241,2
42,59,2216544,2216556,115,22,17,11748,87,124,1356,1,0,70,619,4363,7059,125,7727,70.59,0,20607,12305,10792,-2941,-2941,3419,2
8,29,2280779,2280868,1203,68,89,96937,48,101,1354,1,0,70,118,3563,2360,155,3088,100,1,30803,13222,19494,7640,7640,10000,2
8,18,2293926,2293946,109,22,20,11293,90,116,1356,1,0,70,118,4550,5000,74,4545,100,1,20374,10000,13010,5000,5000,3359,2
31,50,2381257,2381400,1371,114,144,150413,85,132,1356,1,0,70,457,4954,1329,140,1667,99.31,1,31370,12787,21553,8671,8671,10000,2
45,53,2409503,2409518,88,13,15,8123,81,110,1354,1,0,70,665,2667,5333,59,6154,100,1,19445,9031,11761,4667,4667,2288,2
25,46,2433660,2433721,566,64,70,62326,89,132,1356,1,0,70,369,5582,3443,155,3281,87.14,1,27528,13222,17853,6557,6557,9985,2
4,17,2445033,2445050,97,19,17,5940,47,77,1358,1,0,70,59,5611,7647,96,6842,100,1,19868,11139,12305,2353,2353,3678,2
27,36,2457919,2457943,145,19,26,14997,91,117,1356,1,0,70,398,3287,3750,66,4737,92.31,1,21614,9542,13802,6250,6250,3601,2
26,40,2535272,2535292,205,24,21,26503,108,148,1354,1,0,70,384,2679,7000,103,5833,95.24,1,23117,11461,13010,3000,3000,4630,2
2,11,2550643,2550653,60,12,10,3673,48,77,1358,1,0,70,30,3333,9000,66,7500,100,1,17781,9542,10000,1000,1000,1954,2
24,38,2563219,2563241,173,22,23,17100,85,111,1356,1,0,70,354,4383,6364,103,6364,95.65,1,22380,11461,13424,3636,3636,5096,2
9,25,2583771,2583780,71,19,12,6886,84,111,1356,1,0,70,133,5069,5625,118,8421,75,0,18513,12041,9542,-4375,-4375,2583,2
53,81,2595595,2595643,578,73,68,52482,76,109,1356,1,0,70,782,5699,5833,206,3836,70.59,1,27619,14472,16812,4167,4167,9990,2
13,23,2632520,2632529,53,13,9,5267,90,109,1354,1,0,70,192,4111,9000,74,7692,100,0,17243,10000,9542,-1000,-1000,1954,2
48,61,2644076,2644097,153,25,21,16865,90,125,1352,1,0,70,710,4396,6191,96,5200,100,1,21847,11139,13222,3810,3810,4514,2
17,33,2656857,2656867,78,28,17,9208,105,132,1352,1,0,70,251,5125,6250,118,5714,58.82,0,18921,12041,10000,-3750,-3750,2792,2
23,40,2669665,2669677,94,24,16,10847,104,126,1354,1,0,70,340,5392,7059,126,7083,75,0,19731,12305,10792,-2941,-2941,3419,2
27,42,2682394,2682435,376,40,43,36566,81,119,1352,1,0,70,399,3886,3659,111,3750,95.35,1,25752,11761,16128,6342,6342,8894,2
0,16,2724583,2724595,111,20,21,6323,41,70,1356,1,0,70,0,4219,7500,118,8000,57.14,0,20453,12041,10792,-2500,-2500,3241,2
24,52,2787299,2787427,1543,150,151,160372,81,126,1352,1,0,70,355,5695,2188,207,1867,84.77,1,31884,14472,21072,7813,7813,10000,2
19,28,2811785,2811821,192,35,36,18361,80,118,1354,1,0,70,281,4074,2500,66,2571,100,1,22833,9542,15563,7500,7500,5362,2
17,27,2824729,2824741,76,15,12,4643,43,86,1354,1,0,70,251,3667,8333,74,6667,100,1,18808,10000,10792,1667,1667,2288,2
18,32,2837245,2837268,199,20,23,18720,80,110,1352,1,0,70,266,3820,6087,104,7000,100,1,22989,11461,13617,3913,3913,5329,2
15,22,2857887,2857900,71,11,13,6657,81,108,1350,1,0,70,222,2198,5385,52,6364,100,1,18513,8451,11139,4615,4615,1965,2
0,6,2939205,2939222,69,14,18,7151,92,118,1348,1,0,70,0,3235,3529,44,4286,94.44,1,18389,7782,12305,6471,6471,2083,2
1264,1271,750387,750399,52,11,13,5907,105,125,1358,1,0,100,1281,3810,5833,52,6364,92.31,1,17160,8451,10792,4167,4167,1892,2
126,151,639972,639993,339,70,35,42620,119,135,1360,0,1,40,1853,3543,8400,184,3571,60,0,25302,13979,13222,-1600,-1600,8153,2
105,125,843822,843837,155,37,23,19453,120,134,1362,0,1,40,1542,4833,7500,147,5405,65.22,0,21903,13010,11761,-2500,-2500,4963,2
119,172,909471,909492,618,109,59,78470,119,135,1362,0,1,40,1747,4447,3962,389,4862,35.59,0,27910,17243,13222,-6038,-6038,9955,2
103,122,1136912,1136924,142,25,15,17707,119,133,1362,0,1,40,1513,3772,6316,139,7600,80,0,21523,12787,10792,-3684,-3684,3787,2
145,197,1317364,1317395,508,112,59,65223,120,142,1362,0,1,40,2129,6849,5961,382,4643,52.54,0,27059,17160,14914,-4038,-4038,9998,2
209,230,1346248,1346264,158,45,30,20312,122,140,1362,0,1,40,3069,5298,7619,154,4667,53.33,0,21987,13222,12041,-2381,-2381,5560,2
205,235,1417276,1417288,156,49,17,20131,122,140,1360,0,1,40,3015,5667,4000,221,6122,70.59,0,21931,14771,10792,-6000,-6000,5951,2
181,230,1566427,1566453,312,73,48,40573,122,141,1360,0,1,40,2662,7551,5306,360,6712,54.17,0,24941,16902,14150,-4694,-4694,9985,2
1190,1201,9007,9033,180,24,27,17505,87,111,1362,0,1,175,2364,3706,4231,81,4583,96.3,1,22553,10414,14150,5769,5769,4729,2
1214,1222,737538,737568,147,28,31,16908,105,133,1362,0,1,175,2056,3875,2667,59,2857,96.77,1,21673,9031,14771,7333,7333,3977,2
1211,1229,840091,840385,1733,206,294,185716,93,133,1362,0,1,175,1953,6725,612,132,874,100,1,32388,12553,24683,9388,9388,10000,2
1207,1214,882674,882712,120,35,39,15035,118,135,1362,0,1,175,2173,5489,1842,51,2000,97.44,1,20792,8451,15798,8158,8158,4399,2
1200,1220,971714,971922,1804,175,211,214243,101,135,1360,0,1,175,2059,5663,962,147,1143,98.58,1,32562,13010,23181,9039,9039,10000,2
1191,1201,1062881,1062901,124,26,21,14323,107,126,1364,0,1,175,2390,3800,5000,73,3846,95.24,1,20934,10000,13010,5000,5000,3359,2
1202,1215,1127580,1127599,119,24,20,13662,106,127,1364,0,1,175,2185,5182,6842,95,5417,95,1,20756,11139,12787,3158,3158,4089,2
1109,1118,1170194,1170219,130,21,26,15147,109,126,1360,0,1,175,3559,4222,3600,66,4286,96.15,1,21139,9542,13979,6400,6400,3740,2
1190,1219,1183612,1183893,3883,229,289,395668,78,127,1362,0,1,175,2100,5235,1032,213,1266,97.23,1,35892,14624,24487,8968,8968,10000,2
1198,1209,1246188,1246244,295,42,56,32358,96,126,1364,0,1,175,2273,5211,1964,81,2619,100,1,24698,10414,17482,8036,8036,8901,2
464,474,28542,28553,72,13,12,13094,168,198,1387,0,1,40,6691,3455,9091,72,7692,91.67,1,18573,10000,10414,909,909,2173,3
853,861,31984,31995,66,9,11,12872,178,207,1387,0,1,40,7585,2500,7273,58,8889,100,1,18195,9031,10414,2727,2727,1934,3
0,9,35152,35164,61,10,12,10855,168,189,1387,0,1,40,0,4352,7500,65,9000,100,1,17853,9542,10792,2500,2500,2150,3
816,824,40184,40195,75,8,11,14016,157,206,1387,0,1,40,8118,1477,7273,58,10000,100,1,18751,9031,10414,2727,2727,1934,3
827,843,48480,48539,443,56,60,79713,77,221,1387,0,1,40,7844,5307,2712,115,2857,98.33,1,26464,12041,17708,7288,7288,9863,3
1059,1069,117715,117724,76,10,9,15483,195,213,1387,0,1,40,4585,1556,9000,72,10000,100,0,18808,10000,9542,-1000,-1000,1954,3
259,272,125025,125040,150,13,15,28697,172,212,1387,0,1,40,3735,2308,8667,94,10000,100,1,21761,11139,11761,1333,1333,3285,3
853,872,135196,135298,892,59,104,181730,68,236,1387,0,1,40,7426,5397,1863,137,3220,98.08,1,29504,12787,20086,8137,8137,10000,3
570,585,155584,155593,74,16,11,15069,196,210,1387,0,1,40,8219,4518,6000,108,9375,81.82,0,18692,11761,9542,-4000,-4000,2469,3
732,750,177076,177087,136,18,11,27180,192,207,1387,0,1,40,9185,3131,6111,130,10000,100,0,21335,12553,10414,-3889,-3889,3329,3
1084,1097,185575,185588,108,16,17,21840,195,212,1387,0,1,40,4182,3609,10000,94,8125,76.47,0.5,20334,11139,11139,0,0,2914,3
1212,1220,198764,198776,74,12,12,13025,163,188,1387,0,1,40,2408,2292,6667,58,6667,100,1,18692,9031,10792,3333,3333,2018,3
857,865,211983,211993,52,8,10,9968,178,207,1387,0,1,40,7527,3500,8000,58,10000,100,1,17160,9031,10000,2000,2000,1852,3
852,860,222646,222657,69,8,11,13099,164,205,1387,0,1,40,7599,2159,7273,58,10000,100,1,18389,9031,10414,2727,2727,1934,3
