Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4
34412,667199,233958985.7,187398290.9,124845848.1,598680683,34677,209319658,787459954,992358047,971424393,894685269,6798762,2687143,800461730,999343236
34419,687797,224143245.7,195615162.7,114583779,488214125,34885,209340946.5,775202703,986641823,914297554,933960539,6512195,3056478,872282288,999494009
34421,678034,232403914.6,189149747.5,122867684.3,581027879,34762,209347028.6,755708264,990190438,940871694,900789597,6751806,2742162,811421898,996975296
34425,680503,232645666.6,188554405.1,123383840.6,585767825,34791,209359192.1,758928571,989480038,934165286,899905832,6758044,2733940,809830506,999199980
34428,688178,229732497.9,191379071.7,120040554,553194986,34908,209368314.3,777770247,986249570,913524268,911356975,6672839,2839517,830571536,997022673
34441,675683,228697829.1,191915203.1,119166082.4,543876991,34826,209407839.3,790874437,988945041,947980998,915652939,6640278,2879318,838420304,999112631
34443,684507,234607330,187572623.8,125075464.2,600643034,34874,209413919.4,784650082,987641223,923751269,892614563,6811466,2667327,796760758,996552217
34447,682912,225087411.3,195329175.3,115234916.1,496926671,34853,209426079.1,745783628,988351075,928179091,930421110,6534311,3020632,865683442,997569588
34461,675775,246725439.3,178157783.7,138487038.9,691799925,34691,209468632.4,770181477,993370038,948273245,848994870,7159555,2294490,720792290,998203899
34469,666834,230157970.5,190993671.1,120505548.3,558005411,34747,209492944.7,789667812,991999309,974098956,910213729,6677245,2827162,828489033,998375252
34474,672300,225649409.3,194650348.1,115925510.2,505847536,34774,209508138.4,793308174,991372865,958462926,928467480,6545495,3000469,862051862,999338019
34475,677676,241043182.1,182369113.5,132173248.7,653897960,34878,209511177,776463964,988445438,943343645,869185244,6991825,2461613,755482988,998546410
34483,687567,233740724.3,188587866.5,123942610.2,590790465,35051,209535484.4,740677893,983795042,916610562,896444062,6778434,2700237,803611957,996017635
34491,674657,233182837,188576365.7,123654327.6,588213024,34829,209559788.9,785850991,990295443,952246946,898693024,6760686,2720295,807649151,998693127
34503,678240,236544641.2,185892769.4,127247897.8,618394789,34885,209596240.5,747724515,989049735,942540290,886074778,6855770,2606859,785128512,999059527
34509,668332,230329485.6,190919741.3,120642047.8,559399185,34776,209614463.8,783654283,992322291,970862501,910063526,6674476,2824124,828215621,999176286
34521,667908,224755317.7,195682976.5,114856857.6,491904913,34830,209650905.9,785800460,991128338,972433566,932796198,6510684,3040559,870108747,999379565
34523,673987,231917048.6,189734176,122232617,575058574,34878,209656978.9,785863874,989821664,955026346,904017105,6717755,2767646,817246926,998942305
34532,689551,217022102.6,202714908.5,107057790.8,357077019,35057,209684305.5,768333927,985024389,912638553,966188711,6284666,3378390,933520624,999406557
34543,670896,235018010.4,187291135.2,125482719.8,604081588,34826,209717699.8,769194798,991873887,964405129,892347354,6803636,2661072,796283800,999198570
34543,669456,226975443.4,193972557,117014203.9,519291620,34827,209717699.8,786784803,991845407,968558463,923966472,6570809,2954088,853714042,998966690
34594,670069,233440887.7,188865990.8,123601335.9,587736043,34848,209872458.4,781432121,992711203,968214523,899038984,6748017,2719381,808271095,999033870
34600,673252,231434916.5,190457822.3,121515049.2,568123459,34919,209890657.8,777790266,990864572,959247461,906910077,6688870,2791190,822485887,999444130
34601,685556,226519539.2,194718756.8,116331648.2,510948533,35048,209893690.9,780620417,987246063,925151042,926603028,6546618,2976951,858593172,998815588
34622,683382,235928804.8,187053084.8,126129331.2,609433752,35010,209957375.5,763726204,988917452,931611724,889918362,6814419,2636388,791954691,998887155
34623,675213,228194370.7,193503300.5,117927895.9,530034970,34965,209960407.6,759576148,990218790,954317679,920094597,6590832,2913734,846574068,998346985
34626,667845,231888421.1,190468282.9,121746475.4,570382778,34913,209969503.7,761848185,991779566,975575378,905476447,6696945,2776931,819887597,998184251
34629,670997,233131220.8,189682874.9,122905782,581381107,34915,209978599.4,745816373,991808678,966515131,900688456,6732254,2732994,811239696,997060492
34631,670020,229336783.7,192401402.6,119197043.6,544213158,34953,209984662.9,760686201,990787629,969391848,915617022,6622297,2871071,838354531,999293816
34635,667638,227063224.5,194415219.7,116792926.4,516617610,34929,209996789.6,764012971,991582925,976434152,924838401,6555889,2958522,855326068,998960346
34638,677314,234690450.2,188339799.7,124610119.9,596648030,34989,210005884.1,757876772,989968276,948817239,894820747,6775520,2679579,800704170,997758426
34666,681015,225792667.2,195827765.2,115301661.6,497802899,35034,210090747.2,797799871,989495918,939291173,930458681,6513375,3011440,865753356,998228005
34671,674874,235589519.5,187649724.4,125547490.3,604623587,35015,210105897.7,765769944,990175639,956601017,891830410,6795002,2651542,795361480,998556376
34676,668424,226447506.7,195193788,116011635.9,506938033,34982,210121047.1,777907394,991252644,975292284,927901791,6530381,2986251,861001735,998862198
34680,669575,231262447.3,191241096.1,120927171,562284270,34941,210133165.9,775943080,992530265,972054226,908635052,6668467,2803908,825617658,998396077
34700,690412,233630136.2,189501815,123286490,584881320,35154,210193749.2,747877064,987085396,914792671,899685942,6732857,2721090,809434794,997923747
34703,676387,230769315.5,191762660.9,120341110.4,556315398,35025,210202835.2,773239750,990806567,953205151,910878618,6649838,2823793,829699856,998470020
34722,670391,227259351.5,194731862.7,116703732.2,515531503,34999,210260370.7,790375817,992085488,970863662,925200082,6545111,2958281,855995192,998978336
34729,671193,228810271.4,193657635.1,118151949.6,532598937,35043,210281564,777143752,991039580,968740162,919021523,6588450,2899117,844600559,997912027
34733,670564,228327247.8,193860023.6,117779438.8,528321130,35019,210293673.5,777807636,991833005,970670190,921018737,6573784,2917891,848275515,999094140
34747,672202,234540419.2,188725983,124275637.9,593731888,35043,210336051.3,784144250,991553235,966334706,896800867,6749947,2693173,804251795,999489048
34748,669267,221090495.9,200269141.4,110396686.4,423653581,35046,210339077.9,770465632,991496890,974856864,951370963,6362683,3215286,905106709,999207815
34750,675599,223198836.6,198528209.8,112426761.3,456997571,35091,210345131.1,805069039,990282409,956724018,942411414,6422988,3125209,888139273,998506220
34757,686779,231229870,191672033.1,120638293.6,559360961,35150,210366315.9,786410842,988819346,926015239,909771371,6652757,2811321,827683948,998503791
34761,687872,229737021.4,192887572.6,119104107.3,543202669,35171,210378420.5,776816841,988342669,923181010,915735824,6609045,2866813,838572099,998773812
34766,669475,232175332.2,190994047.3,121561554.1,568579226,35054,210393550.3,752103840,991784105,974755876,906183910,6678230,2777835,821169279,998226137
34771,683109,230586519.1,192185558.4,119981189.6,552573788,35163,210408679,783978175,988851918,936369007,912493410,6631576,2836060,832644222,999016443
34772,671947,228047674.6,194336638,117346722.1,523256094,35103,210411704.6,763179843,990570607,967764075,922665425,6558371,2931924,851311487,998986125
34774,677726,228522215.5,193960290,117819072.9,528779858,35139,210417755.7,780561167,989612681,951384824,920775931,6571640,2913865,847828315,998903461
34787,677348,230856637.9,192645931.6,119834681.1,551033739,35126,210457083.6,726833957,990349029,952803043,911635401,6636291,2827417,831079104,995920994
34792,692190,228032660.5,194338583.1,117337821.9,523150809,35231,210472207.8,784929498,987539383,912512069,922991502,6554169,2934190,851913312,999616525
34794,693537,237490550.8,186993337.7,127004819.4,616478558,35187,210478257.1,747197526,988831102,909023168,886259501,6825618,2597559,785455903,997566851
34794,671293,236610879.2,187423153.1,126244210.1,610371182,35052,210478257.1,784974619,992639507,970264152,889554436,6800336,2626638,791307094,998979390
34800,671796,226636188.6,195613827,115858982,505001894,35120,210496404.1,784632035,990888383,968978812,928785493,6512534,2989451,862642492,999448810
34841,675857,231956964.1,191611272.4,121056011.6,563576479,35137,210620367,789079132,991575832,958497188,908014846,6657586,2791698,824490960,998095872
34841,670201,223722491.5,198530793.2,112689063.4,461004955,35122,210620367,787580813,991999317,974743466,941435819,6421242,3111442,886301401,998764748
34847,686633,236426223.6,188062657.9,125716729.9,606033555,35229,210638501.7,761017689,989156661,928807931,890926981,6784694,2636808,793750886,997877658
34850,674295,230433581.5,192752188.2,119549139.1,548003376,35119,210647568.5,772504600,992340329,963191780,914135723,6612154,2848167,835644119,999005350
34865,680000,224825092.1,197677632,113733197.7,476359223,35256,210692896.7,793179543,988909689,947505431,937141378,6448447,3068000,878233963,998843570
34878,671541,225413503.6,197147955.9,114337225.9,484834723,35188,210732173.2,765204037,991190178,971888339,934869339,6462914,3045172,873980682,999285266
34878,679271,229296981.6,193949870.1,118224869.9,533427616,35217,210732173.2,784480432,990373967,949894318,919035967,6574258,2893054,844627109,998559301
34879,689973,236193130.1,188398162.4,125369126.3,603127827,35298,210735194.2,769785919,988129639,920682093,892215595,6771786,2647051,796048669,997999260
34879,675467,223800014.5,198868746.3,112536544.2,458682478,35258,210735194.2,792362389,989250667,960650949,941622791,6416469,3111600,886653480,997809185
34882,680065,234523244.9,189531178.9,123738609.3,588969591,35219,210744256.9,792916894,990431301,947786227,898607117,6723331,2704230,807494750,999182774
34883,672664,232322464.2,191468438.7,121337211.4,566372342,35182,210747277.7,799738640,991501336,968784811,907132586,6660048,2781892,822889528,998471206
34895,677700,225369838.4,197232923.9,114265830.5,483847619,35227,210783523.8,763032450,990575411,954768529,935278320,6458514,3048427,874745536,999535251
34911,677462,235255598.4,189279988.8,124289736,593855566,35252,210831842.3,762515289,990326790,955877575,896182041,6738724,2681281,803142251,998223383
34911,670061,232394657.4,191376871.1,121432990.4,567317077,35204,210831842.3,771070766,991677082,977110029,907214670,6656775,2781531,823038457,999440210
34912,676030,230310606.1,193113979.2,119261488.5,544911378,35245,210834861.9,774376719,990551851,959958935,915437050,6596889,2857807,838024993,999441081
34924,816638,258319787.5,181639925.8,142215312.2,711032482,37992,210871093,712095261,919246157,658073911,816318003,7396627,2026054,666375082,947687403
34934,687791,230159198.6,193717210.5,118811951.7,539998207,35445,210901280.8,757064840,985583298,927994074,916327838,6588401,2865255,839656707,997612521
34936,682571,232023556.1,192052253.9,120812722.3,561130429,35353,210907317.9,786846847,988204679,942296065,908990973,6641389,2796900,826264588,998232742
34945,675172,234989902.3,189554167.9,123969789.1,591031959,35231,210934482.5,760004350,991882149,963309985,897632113,6724564,2693007,805743410,998878406
34958,672491,231261891.1,192608125.5,120068605.9,553487963,35254,210973714,797927461,991603790,971367322,912271853,6615421,2826405,832239935,999258887
34960,681462,237561122.1,187951051.2,126395208,611597287,35342,210979749,803493450,989191330,946014953,888107225,6795227,2607626,788734443,996922540
34968,673319,238108675.3,187137647.8,127237185.1,618310695,35218,211003887.2,755509463,992901357,969256937,886166314,6809331,2590271,785290736,999181827
34968,750395,242822452,184329547.2,131732788.2,650959510,35858,211003887.2,743367347,975179876,780370411,868963662,6944133,2442330,755097846,994711447
34971,673194,235001586.6,189689458.1,123887531.2,590300279,35269,211012938.3,782454021,991550654,969700104,897921335,6719899,2694608,806262723,998858983
34980,675203,233008682.7,191342760.1,121775541.7,570665001,35276,211040089.3,785290948,991609026,964186270,905717705,6661197,2765053,820324561,998954677
34995,679687,236990733.4,188131684.7,125970664.5,608132400,35298,211085333.1,757992549,991415944,951914484,890690240,6772131,2629129,793329103,999361943
35022,670696,231836185.3,192603633.1,120369580.6,556608864,35293,211166747.7,791779707,992321424,978361547,910844644,6619730,2810589,829637966,998631740
35031,675649,232068017.8,192536781.5,120531784.1,558273939,35369,211193878.9,798991880,990443609,964317665,910051635,6624647,2802894,828193978,998236977
35042,676650,225614521.3,197895934.1,114006648.1,480231413,35380,211227034.6,800045662,990446580,961768562,936229784,6438403,3051320,876526209,999298151
35049,679396,228963198.7,195075216.2,117371751.8,523551942,35349,211248130.9,777484472,991513197,954200246,922629192,6532660,2919971,851244625,999120729
35059,671731,230031610.8,194321814.1,118376627.9,535143216,35314,211278264.9,777706300,992779068,976379396,918474918,6561271,2880295,843596175,998620705
35062,701948,223264100.8,200252371.4,111491364.2,442171641,35579,211287304.2,778740227,985468956,894204122,946355923,6367694,3150504,895589533,998504989
35066,674509,229039171.3,195117975.9,117384966.8,523707997,35356,211299356.1,788708952,991797715,968546765,922546807,6531659,2918481,851092610,999054778
35069,692225,234236651.9,191213807.5,122499862.8,577589390,35563,211308394.5,752682864,986109158,919684117,902114988,6679308,2728719,813811452,996917913
35081,677561,234795275.2,190579238.8,123200867.4,584098760,35395,211344544.5,768443880,991128690,960251575,900122646,6692947,2710216,810220779,998199027
35083,687873,229649875.7,194933950,117809071,528664177,35513,211350568.8,767613338,987891758,931729962,920316496,6545902,2896664,846982453,997822159
35083,685515,227984772.7,196194184.3,116203634.4,509351984,35477,211350568.8,782700846,988894213,938150821,927038093,6498440,2960596,859399625,998653599
